Distance (km),Vehicle Type,Fuel Type,Route Type,Time of Day,CO2 Emissions (g/km)
32,Bike,None,Rural,Afternoon,5
65,Bike,None,Urban,Evening,5
34,Bus,None,Urban,Afternoon,80
84,Car,Gasoline,Urban,Morning,180
2,Walking,None,Rural,Morning,0
30,Walking,None,Urban,Evening,0
76,Car,Gasoline,Urban,Morning,180
32,Car,Gasoline,Urban,Morning,180
99,Bus,None,Urban,Afternoon,80
19,Bus,None,Urban,Evening,80
66,Car,Gasoline,Urban,Morning,180
2,Walking,None,Urban,Evening,0
1,Walking,None,Urban,Afternoon,0
74,Bike,None,Urban,Afternoon,5
10,Bike,None,Urban,Morning,5
24,Bike,None,Rural,Morning,5
93,Bus,None,Rural,Afternoon,80
79,Bus,None,Urban,Afternoon,80
3,Walking,None,Rural,Afternoon,0
50,Bike,None,Rural,Afternoon,5
15,Bike,None,Urban,Afternoon,5
17,Bike,None,Rural,Morning,5
82,Car,Gasoline,Urban,Morning,180
65,Bus,None,Urban,Afternoon,80
79,Bike,None,Rural,Afternoon,5
70,Bike,None,Rural,Evening,5
44,Bus,None,Urban,Afternoon,80
51,Bike,None,Urban,Afternoon,5
23,Bike,None,Rural,Afternoon,5
100,Bus,None,Urban,Evening,80
51,Bus,None,Rural,Evening,80
34,Bus,None,Rural,Evening,80
13,Bike,None,Rural,Afternoon,5
7,Bicycle,None,Urban,Evening,0
77,Bicycle,None,Rural,Evening,0
89,Bicycle,None,Urban,Evening,0
87,Bicycle,None,Rural,Evening,0
86,Bus,None,Rural,Afternoon,80
38,Bus,None,Urban,Evening,80
16,Bus,None,Urban,Evening,80
48,Bus,None,Urban,Afternoon,80
52,Bike,None,Urban,Afternoon,5
24,Bike,None,Rural,Afternoon,5
23,Bike,None,Urban,Evening,5
26,Bus,None,Urban,Afternoon,80
4,Bicycle,None,Urban,Afternoon,0
65,Bike,None,Urban,Afternoon,5
57,Car,Gasoline,Urban,Morning,180
87,Bus,None,Urban,Afternoon,80
13,Bicycle,None,Rural,Evening,0
62,Car,Gasoline,Urban,Morning,180
11,Bike,None,Urban,Evening,5
89,Bike,None,Rural,Afternoon,5
90,Car,Gasoline,Urban,Morning,180
24,Car,Gasoline,Urban,Evening,180
88,Bus,None,Urban,Afternoon,80
95,Bike,None,Rural,Morning,5
34,Car,Gasoline,Urban,Morning,180
44,Car,Gasoline,Urban,Evening,180
35,Bus,None,Rural,Afternoon,80
98,Bus,None,Urban,Evening,80
62,Bike,None,Urban,Afternoon,5
15,Bike,None,Rural,Morning,5
91,Bike,None,Urban,Evening,5
79,Bus,None,Rural,Afternoon,80
87,Car,Gasoline,Urban,Morning,180
7,Bicycle,None,Rural,Morning,0
34,Bicycle,None,Urban,Evening,0
62,Car,Gasoline,Urban,Morning,180
96,Bus,None,Urban,Afternoon,80
28,Bus,None,Rural,Evening,80
99,Bus,None,Rural,Afternoon,80
62,Bike,None,Rural,Morning,5
27,Bike,None,Urban,Evening,5
31,Bike,None,Rural,Afternoon,5
55,Bike,None,Rural,Morning,5
53,Bike,None,Rural,Morning,5
43,Bus,None,Rural,Afternoon,80
87,Bike,None,Rural,Morning,5
93,Bike,None,Rural,Morning,5
9,Bike,None,Urban,Evening,5
43,Bike,None,Rural,Evening,5
30,Bike,None,Urban,Evening,5
72,Bus,None,Rural,Afternoon,80
80,Car,Gasoline,Urban,Morning,180
42,Car,Gasoline,Urban,Morning,180
55,Bus,None,Rural,Afternoon,80
86,Bike,None,Rural,Afternoon,5
50,Bike,None,Urban,Evening,5
66,Car,Gasoline,Urban,Morning,180
49,Bike,None,Rural,Morning,5
29,Bike,None,Rural,Afternoon,5
80,Bike,None,Urban,Afternoon,5
85,Bike,None,Urban,Evening,5
41,Bike,None,Rural,Evening,5
15,Bike,None,Urban,Evening,5
18,Bike,None,Rural,Evening,5
2,Walking,None,Rural,Afternoon,0
64,Car,Gasoline,Urban,Morning,180
43,Car,Gasoline,Rural,Evening,180
59,Car,Gasoline,Urban,Morning,180
2,Walking,None,Rural,Afternoon,0
25,Bike,None,Urban,Afternoon,5
78,Bus,None,Rural,Afternoon,80
89,Bike,None,Rural,Afternoon,5
94,Car,Gasoline,Urban,Morning,180
42,Car,Gasoline,Urban,Evening,180
40,Bike,None,Rural,Morning,5
59,Bike,None,Rural,Afternoon,5
37,Bike,None,Rural,Afternoon,5
61,Bike,None,Rural,Morning,5
55,Bus,None,Urban,Afternoon,80
99,Bus,None,Rural,Afternoon,80
25,Bike,None,Urban,Afternoon,5
12,Bike,None,Rural,Afternoon,5
93,Bus,None,Rural,Afternoon,80
85,Bus,None,Urban,Afternoon,80
21,Bike,None,Urban,Afternoon,5
7,Bicycle,None,Urban,Evening,0
6,Bicycle,None,Urban,Afternoon,0
78,Bus,None,Urban,Afternoon,80
70,Car,Gasoline,Urban,Morning,180
7,Bicycle,None,Urban,Evening,0
81,Car,Gasoline,Urban,Morning,180
34,Bike,None,Rural,Afternoon,5
8,Bicycle,None,Rural,Evening,0
61,Bike,None,Rural,Morning,5
14,Bicycle,None,Rural,Morning,0
77,Bike,None,Rural,Morning,5
73,Bus,None,Urban,Afternoon,80
98,Bus,None,Rural,Evening,80
21,Bike,None,Rural,Afternoon,5
28,Bus,None,Urban,Afternoon,80
64,Bus,None,Rural,Evening,80
75,Bus,None,Rural,Evening,80
60,Bike,None,Rural,Morning,5
58,Bus,None,Urban,Afternoon,80
19,Bus,None,Urban,Evening,80
63,Bike,None,Rural,Morning,5
47,Bike,None,Urban,Evening,5
59,Bike,None,Urban,Evening,5
47,Car,Gasoline,Urban,Morning,180
4,Bicycle,None,Urban,Morning,0
47,Bicycle,None,Urban,Evening,0
74,Bicycle,None,Rural,Evening,0
18,Bus,None,Urban,Afternoon,80
2,Walking,None,Rural,Afternoon,0
11,Bike,None,Urban,Afternoon,5
98,Bus,None,Rural,Morning,80
45,Bus,None,Rural,Evening,80
90,Bus,None,Rural,Evening,80
79,Bike,None,Urban,Afternoon,5
79,Bike,None,Rural,Evening,5
46,Bike,None,Rural,Evening,5
66,Bike,None,Rural,Morning,5
55,Bike,None,Rural,Evening,5
93,Bus,None,Rural,Afternoon,80
67,Bus,None,Rural,Evening,80
85,Car,Gasoline,Urban,Morning,180
68,Car,Gasoline,Rural,Evening,180
1,Walking,None,Rural,Afternoon,0
8,Bicycle,None,Rural,Evening,0
75,Bike,None,Rural,Morning,5
35,Bike,None,Rural,Morning,5
82,Bike,None,Urban,Evening,5
96,Bus,None,Rural,Evening,80
23,Bike,None,Rural,Morning,5
31,Bike,None,Urban,Afternoon,5
75,Bike,None,Urban,Afternoon,5
20,Bike,None,Rural,Evening,5
58,Bike,None,Rural,Afternoon,5
29,Bike,None,Rural,Morning,5
76,Bike,None,Rural,Evening,5
53,Car,Gasoline,Urban,Morning,180
93,Car,Gasoline,Urban,Morning,180
24,Bus,None,Rural,Afternoon,80
64,Bike,None,Rural,Afternoon,5
25,Car,Gasoline,Urban,Morning,180
22,Car,Gasoline,Rural,Evening,180
8,Bicycle,None,Rural,Morning,0
69,Bike,None,Rural,Afternoon,5
82,Bike,None,Urban,Afternoon,5
27,Bike,None,Rural,Morning,5
89,Bike,None,Urban,Evening,5
86,Bike,None,Rural,Afternoon,5
85,Car,Gasoline,Urban,Morning,180
16,Bus,None,Rural,Afternoon,80
19,Bus,None,Urban,Evening,80
49,Bus,None,Rural,Evening,80
38,Bus,None,Rural,Evening,80
92,Car,Gasoline,Urban,Morning,180
32,Bus,None,Rural,Afternoon,80
47,Bus,None,Urban,Afternoon,80
84,Bike,None,Rural,Morning,5
62,Bike,None,Urban,Evening,5
32,Bus,None,Urban,Afternoon,80
16,Bike,None,Urban,Afternoon,5
73,Bike,None,Rural,Evening,5
76,Bike,None,Rural,Evening,5
40,Bus,None,Rural,Afternoon,80
54,Bus,None,Rural,Afternoon,80
1,Walking,None,Rural,Morning,0
6,Bicycle,None,Urban,Morning,0
5,Bicycle,None,Urban,Morning,0
57,Bicycle,None,Urban,Evening,0
26,Bike,None,Urban,Afternoon,5
24,Bike,None,Rural,Evening,5
25,Bike,None,Rural,Evening,5
39,Car,Gasoline,Urban,Morning,180
71,Car,Gasoline,Rural,Evening,180
50,Car,Gasoline,Rural,Evening,180
25,Bike,None,Rural,Morning,5
85,Bike,None,Urban,Evening,5
43,Bike,None,Urban,Evening,5
88,Bus,None,Urban,Afternoon,80
14,Bicycle,None,Rural,Morning,0
55,Car,Gasoline,Urban,Morning,180
79,Car,Gasoline,Urban,Evening,180
56,Bus,None,Rural,Afternoon,80
21,Bus,None,Urban,Evening,80
96,Bus,None,Rural,Evening,80
63,Bike,None,Urban,Afternoon,5
91,Bus,None,Rural,Afternoon,80
16,Bike,None,Urban,Afternoon,5
93,Car,Gasoline,Urban,Morning,180
85,Bike,None,Rural,Afternoon,5
84,Car,Gasoline,Urban,Morning,180
48,Bus,None,Urban,Afternoon,80
13,Bike,None,Urban,Evening,5
1,Walking,None,Rural,Evening,0
52,Bike,None,Urban,Afternoon,5
21,Bike,None,Urban,Evening,5
45,Bike,None,Urban,Evening,5
54,Car,Gasoline,Urban,Morning,180
18,Bus,None,Rural,Afternoon,80
75,Bus,None,Urban,Evening,80
9,Bicycle,None,Rural,Afternoon,0
49,Bicycle,None,Urban,Evening,0
22,Bus,None,Rural,Afternoon,80
38,Bike,None,Rural,Afternoon,5
98,Bus,None,Rural,Evening,80
74,Bus,None,Rural,Afternoon,80
61,Car,Gasoline,Urban,Morning,180
54,Car,Gasoline,Rural,Evening,180
13,Bike,None,Urban,Evening,5
8,Bicycle,None,Rural,Evening,0
47,Bicycle,None,Rural,Evening,0
38,Bike,None,Rural,Morning,5
33,Bike,None,Rural,Morning,5
33,Bike,None,Urban,Afternoon,5
64,Car,Gasoline,Urban,Morning,180
39,Car,Gasoline,Rural,Evening,180
66,Car,Gasoline,Urban,Evening,180
25,Bus,None,Rural,Afternoon,80
19,Bus,None,Rural,Evening,80
34,Bus,None,Urban,Evening,80
1,Walking,None,Urban,Morning,0
17,Bike,None,Rural,Morning,5
59,Bus,None,Rural,Afternoon,80
75,Bus,None,Urban,Evening,80
42,Bike,None,Rural,Morning,5
18,Bike,None,Rural,Evening,5
85,Bike,None,Rural,Morning,5
60,Bike,None,Rural,Evening,5
45,Bike,None,Urban,Evening,5
37,Bike,None,Rural,Morning,5
76,Bike,None,Rural,Afternoon,5
79,Bike,None,Rural,Evening,5
25,Bike,None,Rural,Morning,5
7,Bicycle,None,Rural,Afternoon,0
76,Bicycle,None,Rural,Evening,0
1,Walking,None,Urban,Afternoon,0
37,Bike,None,Rural,Afternoon,5
2,Walking,None,Rural,Evening,0
10,Bike,None,Urban,Evening,5
54,Bike,None,Rural,Morning,5
88,Bus,None,Rural,Afternoon,80
80,Bus,None,Urban,Afternoon,80
57,Bike,None,Rural,Morning,5
69,Bike,None,Urban,Evening,5
10,Bicycle,None,Rural,Afternoon,0
21,Car,Gasoline,Urban,Morning,180
38,Car,Gasoline,Urban,Morning,180
9,Bike,None,Urban,Afternoon,5
18,Bike,None,Rural,Morning,5
33,Bike,None,Urban,Evening,5
59,Bike,None,Rural,Morning,5
4,Bicycle,None,Urban,Evening,0
92,Car,Gasoline,Urban,Morning,180
95,Car,Gasoline,Rural,Evening,180
95,Bike,None,Rural,Morning,5
23,Bus,None,Rural,Afternoon,80
52,Car,Gasoline,Urban,Morning,180
82,Car,Gasoline,Urban,Evening,180
73,Car,Gasoline,Urban,Morning,180
8,Bicycle,None,Rural,Morning,0
97,Bus,None,Urban,Evening,80
78,Bike,None,Rural,Morning,5
23,Car,Gasoline,Urban,Morning,180
73,Car,Gasoline,Urban,Morning,180
13,Bicycle,None,Rural,Evening,0
67,Car,Gasoline,Urban,Morning,180
76,Car,Gasoline,Urban,Evening,180
79,Car,Gasoline,Urban,Evening,180
19,Bike,None,Rural,Morning,5
70,Bike,None,Rural,Evening,5
94,Bus,None,Urban,Afternoon,80
6,Bicycle,None,Rural,Morning,0
54,Bike,None,Rural,Morning,5
23,Bike,None,Rural,Morning,5
97,Bus,None,Urban,Afternoon,80
91,Bus,None,Urban,Afternoon,80
52,Bike,None,Rural,Afternoon,5
65,Bike,None,Urban,Evening,5
25,Bike,None,Rural,Evening,5
66,Bike,None,Rural,Evening,5
69,Bike,None,Rural,Evening,5
38,Bike,None,Rural,Evening,5
96,Bus,None,Rural,Afternoon,80
32,Bus,None,Urban,Evening,80
11,Bike,None,Urban,Afternoon,5
36,Car,Gasoline,Urban,Morning,180
97,Bus,None,Rural,Evening,80
34,Bus,None,Rural,Evening,80
45,Bike,None,Urban,Afternoon,5
95,Bus,None,Urban,Afternoon,80
47,Bike,None,Urban,Afternoon,5
10,Bicycle,None,Rural,Afternoon,0
34,Bicycle,None,Rural,Evening,0
42,Bicycle,None,Urban,Evening,0
13,Bike,None,Urban,Afternoon,5
76,Bus,None,Urban,Afternoon,80
5,Bicycle,None,Rural,Evening,0
28,Bicycle,None,Rural,Evening,0
79,Bicycle,None,Urban,Evening,0
34,Bus,None,Urban,Afternoon,80
8,Bicycle,None,Rural,Morning,0
34,Bicycle,None,Rural,Evening,0
5,Bicycle,None,Urban,Evening,0
78,Bicycle,None,Rural,Evening,0
95,Bike,None,Rural,Morning,5
90,Bike,None,Rural,Afternoon,5
17,Car,Gasoline,Urban,Morning,180
2,Walking,None,Urban,Evening,0
2,Walking,None,Urban,Afternoon,0
21,Walking,None,Rural,Evening,0
22,Walking,None,Urban,Evening,0
16,Car,Gasoline,Urban,Morning,180
46,Car,Gasoline,Urban,Evening,180
72,Bike,None,Urban,Afternoon,5
81,Bike,None,Urban,Evening,5
39,Bike,None,Rural,Morning,5
94,Bike,None,Urban,Evening,5
29,Bike,None,Urban,Evening,5
77,Bike,None,Urban,Afternoon,5
35,Bus,None,Rural,Afternoon,80
73,Car,Gasoline,Urban,Morning,180
21,Bike,None,Rural,Morning,5
38,Bike,None,Rural,Morning,5
65,Bike,None,Rural,Evening,5
51,Bike,None,Urban,Evening,5
79,Bike,None,Rural,Morning,5
20,Bike,None,Rural,Afternoon,5
83,Bike,None,Urban,Evening,5
32,Car,Gasoline,Urban,Morning,180
18,Bus,None,Rural,Afternoon,80
33,Bus,None,Urban,Evening,80
23,Bus,None,Urban,Afternoon,80
24,Bus,None,Rural,Afternoon,80
47,Bus,None,Urban,Afternoon,80
57,Car,Gasoline,Urban,Morning,180
53,Car,Gasoline,Rural,Evening,180
29,Car,Gasoline,Urban,Morning,180
48,Car,Gasoline,Rural,Evening,180
77,Bike,None,Rural,Morning,5
26,Car,Gasoline,Urban,Morning,180
44,Bus,None,Urban,Afternoon,80
56,Bus,None,Urban,Evening,80
24,Bus,None,Rural,Afternoon,80
65,Bike,None,Rural,Morning,5
14,Bike,None,Urban,Morning,5
27,Bike,None,Rural,Morning,5
20,Bike,None,Rural,Morning,5
12,Bike,None,Urban,Morning,5
34,Bike,None,Rural,Evening,5
86,Bike,None,Urban,Evening,5
90,Bike,None,Rural,Evening,5
14,Bicycle,None,Rural,Morning,0
37,Bicycle,None,Rural,Evening,0
53,Bike,None,Rural,Morning,5
69,Bike,None,Rural,Evening,5
13,Bicycle,None,Rural,Evening,0
14,Bike,None,Rural,Evening,5
16,Bike,None,Urban,Afternoon,5
6,Bicycle,None,Urban,Evening,0
37,Bus,None,Rural,Afternoon,80
50,Car,Gasoline,Urban,Morning,180
83,Car,Gasoline,Urban,Evening,180
68,Bus,None,Urban,Afternoon,80
21,Bus,None,Urban,Evening,80
77,Bike,None,Rural,Morning,5
38,Bike,None,Urban,Evening,5
77,Bike,None,Rural,Evening,5
50,Bike,None,Rural,Morning,5
32,Bike,None,Rural,Morning,5
27,Bike,None,Urban,Evening,5
40,Bike,None,Urban,Afternoon,5
85,Car,Gasoline,Urban,Morning,180
30,Bike,None,Rural,Morning,5
84,Car,Gasoline,Urban,Morning,180
90,Bike,None,Rural,Morning,5
56,Bus,None,Urban,Afternoon,80
79,Bike,None,Urban,Afternoon,5
57,Bus,None,Urban,Afternoon,80
28,Bike,None,Rural,Morning,5
29,Bus,None,Rural,Afternoon,80
59,Bus,None,Rural,Evening,80
60,Bus,None,Urban,Evening,80
93,Bike,None,Rural,Morning,5
16,Bike,None,Urban,Afternoon,5
12,Bicycle,None,Rural,Evening,0
84,Bike,None,Rural,Morning,5
95,Bus,None,Urban,Evening,80
6,Bicycle,None,Rural,Evening,0
97,Bus,None,Rural,Afternoon,80
9,Bike,None,Urban,Morning,5
91,Bike,None,Urban,Evening,5
1,Walking,None,Rural,Morning,0
5,Bicycle,None,Rural,Evening,0
8,Bicycle,None,Rural,Afternoon,0
90,Bicycle,None,Urban,Evening,0
31,Bicycle,None,Urban,Evening,0
89,Bike,None,Urban,Afternoon,5
79,Bike,None,Rural,Afternoon,5
39,Bike,None,Urban,Afternoon,5
48,Bus,None,Rural,Afternoon,80
42,Bus,None,Urban,Evening,80
22,Bus,None,Urban,Afternoon,80
11,Bike,None,Rural,Evening,5
11,Bike,None,Urban,Morning,5
82,Bike,None,Rural,Morning,5
50,Bike,None,Urban,Evening,5
65,Car,Gasoline,Urban,Morning,180
9,Bike,None,Urban,Afternoon,5
98,Bus,None,Urban,Evening,80
38,Bus,None,Urban,Evening,80
16,Bike,None,Rural,Morning,5
16,Bike,None,Rural,Evening,5
63,Bike,None,Rural,Evening,5
17,Bike,None,Rural,Evening,5
79,Bike,None,Rural,Morning,5
16,Bike,None,Rural,Morning,5
32,Car,Gasoline,Urban,Morning,180
1,Walking,None,Urban,Evening,0
100,Bus,None,Rural,Morning,80
19,Bus,None,Rural,Afternoon,80
7,Bicycle,None,Urban,Evening,0
52,Car,Gasoline,Urban,Morning,180
60,Bus,None,Rural,Afternoon,80
66,Bus,None,Rural,Evening,80
51,Bus,None,Rural,Evening,80
20,Bus,None,Rural,Evening,80
96,Bus,None,Rural,Evening,80
73,Bus,None,Urban,Evening,80
46,Bus,None,Urban,Evening,80
75,Bus,None,Rural,Evening,80
97,Bus,None,Urban,Evening,80
39,Bus,None,Urban,Afternoon,80
16,Car,Gasoline,Urban,Morning,180
95,Bus,None,Urban,Afternoon,80
75,Bus,None,Rural,Afternoon,80
42,Bus,None,Urban,Evening,80
73,Bus,None,Urban,Afternoon,80
97,Bus,None,Rural,Morning,80
23,Bus,None,Urban,Evening,80
22,Bike,None,Rural,Morning,5
61,Car,Gasoline,Urban,Morning,180
5,Bicycle,None,Urban,Evening,0
29,Bike,None,Rural,Afternoon,5
38,Bike,None,Urban,Evening,5
99,Bus,None,Urban,Evening,80
54,Bus,None,Rural,Evening,80
17,Bus,None,Rural,Evening,80
90,Bike,None,Rural,Morning,5
56,Bike,None,Urban,Evening,5
45,Car,Gasoline,Urban,Morning,180
28,Car,Gasoline,Urban,Morning,180
24,Bus,None,Urban,Afternoon,80
41,Bike,None,Rural,Morning,5
86,Car,Gasoline,Urban,Morning,180
97,Bus,None,Urban,Morning,80
77,Bus,None,Rural,Afternoon,80
93,Bike,None,Rural,Afternoon,5
56,Bike,None,Urban,Evening,5
36,Bike,None,Urban,Afternoon,5
6,Bicycle,None,Urban,Evening,0
24,Bike,None,Urban,Afternoon,5
25,Bike,None,Rural,Morning,5
81,Bike,None,Rural,Morning,5
26,Bike,None,Rural,Evening,5
80,Car,Gasoline,Urban,Morning,180
61,Car,Gasoline,Rural,Evening,180
76,Car,Gasoline,Rural,Evening,180
29,Bus,None,Rural,Afternoon,80
51,Bus,None,Rural,Evening,80
70,Bike,None,Rural,Morning,5
21,Bike,None,Rural,Afternoon,5
63,Bike,None,Rural,Evening,5
88,Bike,None,Rural,Morning,5
25,Bike,None,Urban,Evening,5
10,Bike,None,Urban,Afternoon,5
16,Bike,None,Rural,Evening,5
1,Walking,None,Urban,Afternoon,0
67,Car,Gasoline,Urban,Morning,180
95,Bus,None,Urban,Afternoon,80
88,Bus,None,Urban,Evening,80
100,Bus,None,Rural,Evening,80
23,Bus,None,Rural,Evening,80
35,Bike,None,Urban,Afternoon,5
9,Bike,None,Urban,Afternoon,5
40,Bike,None,Rural,Morning,5
66,Car,Gasoline,Urban,Morning,180
18,Car,Gasoline,Urban,Evening,180
30,Car,Gasoline,Urban,Evening,180
75,Car,Gasoline,Rural,Evening,180
55,Car,Gasoline,Rural,Evening,180
20,Bike,None,Rural,Morning,5
19,Bus,None,Urban,Afternoon,80
62,Bus,None,Rural,Evening,80
74,Bus,None,Urban,Evening,80
43,Bike,None,Rural,Morning,5
86,Bus,None,Rural,Afternoon,80
13,Bike,None,Urban,Afternoon,5
46,Bus,None,Urban,Afternoon,80
67,Bike,None,Urban,Afternoon,5
81,Car,Gasoline,Urban,Morning,180
35,Car,Gasoline,Urban,Evening,180
1,Walking,None,Urban,Afternoon,0
66,Car,Gasoline,Urban,Morning,180
81,Bike,None,Rural,Morning,5
49,Bike,None,Urban,Evening,5
54,Bike,None,Rural,Morning,5
28,Bus,None,Urban,Afternoon,80
57,Bus,None,Rural,Evening,80
61,Bus,None,Rural,Evening,80
24,Car,Gasoline,Urban,Morning,180
9,Bike,None,Urban,Evening,5
29,Bike,None,Rural,Evening,5
88,Car,Gasoline,Urban,Morning,180
6,Bicycle,None,Rural,Evening,0
32,Car,Gasoline,Urban,Morning,180
17,Car,Gasoline,Urban,Morning,180
2,Walking,None,Urban,Evening,0
77,Walking,None,Rural,Evening,0
58,Bus,None,Rural,Afternoon,80
71,Car,Gasoline,Urban,Morning,180
98,Bus,None,Urban,Afternoon,80
88,Bus,None,Rural,Afternoon,80
26,Bus,None,Rural,Afternoon,80
65,Bus,None,Rural,Evening,80
44,Bus,None,Rural,Afternoon,80
99,Bus,None,Urban,Afternoon,80
59,Bus,None,Urban,Afternoon,80
90,Bike,None,Rural,Afternoon,5
70,Bus,None,Rural,Afternoon,80
24,Bike,None,Rural,Afternoon,5
55,Bike,None,Rural,Evening,5
57,Bike,None,Rural,Morning,5
9,Bicycle,None,Rural,Afternoon,0
1,Walking,None,Rural,Afternoon,0
76,Walking,None,Rural,Evening,0
65,Bike,None,Rural,Afternoon,5
24,Bike,None,Rural,Evening,5
32,Bike,None,Rural,Evening,5
40,Bike,None,Rural,Afternoon,5
48,Bike,None,Rural,Evening,5
97,Bus,None,Rural,Afternoon,80
3,Walking,None,Urban,Evening,0
42,Walking,None,Rural,Evening,0
32,Bike,None,Rural,Afternoon,5
35,Bike,None,Rural,Morning,5
14,Bike,None,Urban,Evening,5
61,Car,Gasoline,Urban,Morning,180
61,Bike,None,Urban,Afternoon,5
94,Bike,None,Urban,Evening,5
58,Bike,None,Urban,Evening,5
6,Bicycle,None,Urban,Morning,0
68,Bicycle,None,Rural,Evening,0
80,Bicycle,None,Urban,Evening,0
41,Bicycle,None,Rural,Evening,0
91,Bike,None,Rural,Morning,5
35,Bike,None,Urban,Afternoon,5
54,Bike,None,Rural,Evening,5
85,Bike,None,Rural,Morning,5
50,Bike,None,Rural,Afternoon,5
25,Car,Gasoline,Urban,Morning,180
82,Car,Gasoline,Urban,Morning,180
49,Car,Gasoline,Rural,Evening,180
32,Bus,None,Rural,Afternoon,80
20,Car,Gasoline,Urban,Morning,180
76,Car,Gasoline,Urban,Morning,180
71,Bike,None,Rural,Afternoon,5
82,Car,Gasoline,Urban,Morning,180
70,Car,Gasoline,Rural,Evening,180
37,Bike,None,Rural,Morning,5
100,Bus,None,Rural,Evening,80
36,Bus,None,Urban,Afternoon,80
17,Car,Gasoline,Urban,Morning,180
11,Bike,None,Rural,Afternoon,5
61,Bike,None,Urban,Evening,5
41,Bus,None,Rural,Afternoon,80
6,Bicycle,None,Rural,Morning,0
65,Bike,None,Rural,Morning,5
40,Bike,None,Rural,Morning,5
38,Bike,None,Rural,Evening,5
23,Bike,None,Rural,Afternoon,5
37,Bike,None,Rural,Evening,5
57,Bike,None,Urban,Evening,5
19,Bike,None,Urban,Afternoon,5
75,Car,Gasoline,Urban,Morning,180
64,Bike,None,Urban,Afternoon,5
75,Bike,None,Urban,Afternoon,5
46,Bike,None,Urban,Afternoon,5
93,Bike,None,Rural,Evening,5
3,Walking,None,Rural,Evening,0
21,Bus,None,Rural,Afternoon,80
68,Bike,None,Rural,Morning,5
1,Walking,None,Urban,Evening,0
79,Bus,None,Rural,Afternoon,80
95,Bus,None,Urban,Morning,80
97,Bus,None,Rural,Morning,80
23,Bus,None,Rural,Evening,80
29,Bike,None,Rural,Morning,5
74,Bike,None,Rural,Evening,5
21,Bus,None,Urban,Afternoon,80
46,Bus,None,Rural,Afternoon,80
90,Bike,None,Rural,Afternoon,5
9,Bike,None,Urban,Morning,5
76,Bike,None,Urban,Evening,5
92,Bike,None,Rural,Evening,5
26,Bike,None,Urban,Evening,5
64,Bike,None,Rural,Morning,5
37,Bus,None,Rural,Afternoon,80
18,Bike,None,Urban,Afternoon,5
13,Bicycle,None,Rural,Morning,0
13,Bicycle,None,Rural,Evening,0
54,Bus,None,Rural,Afternoon,80
7,Bicycle,None,Rural,Evening,0
73,Bicycle,None,Rural,Evening,0
1,Walking,None,Urban,Afternoon,0
2,Walking,None,Urban,Evening,0
9,Bicycle,None,Rural,Morning,0
41,Bus,None,Rural,Afternoon,80
84,Bike,None,Rural,Morning,5
34,Bike,None,Rural,Morning,5
23,Bike,None,Urban,Evening,5
17,Car,Gasoline,Urban,Morning,180
57,Car,Gasoline,Urban,Morning,180
37,Bike,None,Rural,Morning,5
34,Bike,None,Rural,Morning,5
41,Car,Gasoline,Urban,Morning,180
32,Car,Gasoline,Rural,Evening,180
88,Bike,None,Rural,Morning,5
44,Bike,None,Rural,Morning,5
28,Bike,None,Rural,Evening,5
69,Bike,None,Urban,Afternoon,5
79,Bike,None,Rural,Morning,5
36,Bike,None,Urban,Evening,5
99,Bus,None,Rural,Evening,80
34,Car,Gasoline,Urban,Morning,180
1,Walking,None,Rural,Afternoon,0
46,Bike,None,Urban,Afternoon,5
66,Bike,None,Rural,Morning,5
44,Bus,None,Rural,Afternoon,80
16,Bike,None,Rural,Afternoon,5
65,Bike,None,Rural,Morning,5
79,Bike,None,Rural,Afternoon,5
21,Bike,None,Rural,Afternoon,5
72,Bike,None,Rural,Evening,5
5,Bicycle,None,Urban,Morning,0
15,Bike,None,Urban,Afternoon,5
88,Bike,None,Rural,Evening,5
54,Bike,None,Urban,Evening,5
76,Bus,None,Urban,Afternoon,80
29,Bus,None,Rural,Afternoon,80
76,Bus,None,Rural,Evening,80
8,Bicycle,None,Rural,Morning,0
84,Car,Gasoline,Urban,Morning,180
27,Car,Gasoline,Urban,Morning,180
64,Car,Gasoline,Urban,Evening,180
42,Bus,None,Rural,Afternoon,80
57,Bike,None,Rural,Morning,5
38,Bike,None,Rural,Morning,5
73,Bus,None,Urban,Afternoon,80
56,Bus,None,Rural,Evening,80
87,Bike,None,Rural,Morning,5
90,Bus,None,Urban,Afternoon,80
48,Bus,None,Rural,Evening,80
99,Bus,None,Urban,Afternoon,80
53,Bike,None,Rural,Morning,5
10,Bicycle,None,Rural,Evening,0
95,Bicycle,None,Rural,Evening,0
44,Bike,None,Rural,Morning,5
17,Bike,None,Rural,Afternoon,5
12,Bike,None,Rural,Evening,5
99,Bus,None,Rural,Evening,80
17,Bus,None,Rural,Evening,80
68,Bus,None,Urban,Afternoon,80
10,Bicycle,None,Rural,Evening,0
60,Bike,None,Rural,Afternoon,5
30,Bike,None,Rural,Morning,5
71,Car,Gasoline,Urban,Morning,180
4,Bicycle,None,Rural,Afternoon,0
86,Bicycle,None,Rural,Evening,0
24,Bus,None,Rural,Afternoon,80
57,Bike,None,Rural,Morning,5
3,Walking,None,Urban,Evening,0
74,Walking,None,Rural,Evening,0
82,Car,Gasoline,Urban,Morning,180
1,Walking,None,Urban,Afternoon,0
94,Bus,None,Rural,Afternoon,80
